guid	Item_No	Term	Category	title	Skill_Level	Instructor	Day	Age_Group	Time	ClassDate	Weeks	Model_Fee	Lab_Fee	Price	body	
3139	3.16	1A	Painting	Color: The Language of Painting	ADULTS	Roxene Sloate	Friday	Adults	1:00 - 4:00 PM	09/12 - 9/26	3			130	This course focuses on color as the driving force in representational or abstract painting. See color as value and energy	 discover ways to integrate color and brush stroke in an expressive manner. Learn how color interacts and explore how to develop a personal color palette. Great colorists of the past and present are studied to understand how they used color to develop personal style.
3140	3.16	1B	Painting	Color: The Language of Painting	ADULTS	Roxene Sloate	Friday	Adults	1:00 - 4:00 PM	10/3 - 10/10/24	4			175	This course focuses on color as the driving force in representational or abstract painting. See color as value and energy	 discover ways to integrate color and brush stroke in an expressive manner. Learn how color interacts and explore how to develop a personal color palette. Great colorists of the past and present are studied to understand how they used color to develop personal style.
3141	3.29	2	Painting	Egg Tempera Painting and Gilding	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	9:00 AM - 12:00 PM	10/28 - 12/16	8			310	Renowned for its luminosity, egg tempera is an ideal medium for painting portraits, the human figure or still-life. Discover the advantages of this quick-drying medium that provides the artist the ability to create fine details and translucent glazes in a single session. In-depth instruction and demonstrations of all aspects of the medium are covered from the mixing of paints with dry pigments, under painting and glazing with warm and cool tones, to water gilding, stamping, and embellishment. Material fee: $50, paid to the instructor on the first day of class.	
3142	3.29	1A	Painting	Egg Tempera Painting and Gilding	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	9:00 AM - 12:00 PM	9/9 - 9/23	3			130	Renowned for its luminosity, egg tempera is an ideal medium for painting portraits, the human figure or still-life. Discover the advantages of this quick-drying medium that provides the artist the ability to create fine details and translucent glazes in a single session. In-depth instruction and demonstrations of all aspects of the medium are covered from the mixing of paints with dry pigments, under painting and glazing with warm and cool tones, to water gilding, stamping, and embellishment. Material fee: $50, paid to the instructor on the first day of class.	
3143	3.29	1B	Painting	Egg Tempera Painting and Gilding	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	9:00 AM - 12:00 PM	9/30 - 10/21	4			175	Renowned for its luminosity, egg tempera is an ideal medium for painting portraits, the human figure or still-life. Discover the advantages of this quick-drying medium that provides the artist the ability to create fine details and translucent glazes in a single session. In-depth instruction and demonstrations of all aspects of the medium are covered from the mixing of paints with dry pigments, under painting and glazing with warm and cool tones, to water gilding, stamping, and embellishment. Material fee: $50, paid to the instructor on the first day of class.	
3144	3.01	2	Painting	Expressive Figure Painting	ADULTS	Barbara Wasserman	Tuesday	Adults	9:00 AM - 12:00 PM	10/28 - 12/16	8	65		310	The nude model is used as subject for both expressive and representational painting with emphasis on exploring the integration  of the figure with the background. Explore how to see and compose light and shadow, mood and proportion, anatomy and the mechanics of movement. Learn to use a formula to handle foreshortening so that it will never become a problem again. Students may work in the medium of their choice.	
3145	3.01	1A	Painting	Expressive Figure Painting	ADULTS	Barbara Wasserman	Tuesday	Adults	9:00 AM - 12:00 PM	9/9 - 9/23	3	25		130	The nude model is used as subject for both expressive and representational painting with emphasis on exploring the integration  of the figure with the background. Explore how to see and compose light and shadow, mood and proportion, anatomy and the mechanics of movement. Learn to use a formula to handle foreshortening so that it will never become a problem again. Students may work in the medium of their choice.	
3146	3.01	1B	Painting	Expressive Figure Painting	ADULTS	Barbara Wasserman	Tuesday	Adults	9:00 AM - 12:00 PM	9/30 - 10/21	4	32		175	The nude model is used as subject for both expressive and representational painting with emphasis on exploring the integration  of the figure with the background. Explore how to see and compose light and shadow, mood and proportion, anatomy and the mechanics of movement. Learn to use a formula to handle foreshortening so that it will never become a problem again. Students may work in the medium of their choice.	
3147	3.28	2	Painting	Flower Painting	ADULTS	Diane Reeves	Thursday	Adults	9:30 AM - 12:00 PM	10/30 - 12/11	7			250	Capture the splendor of flowers in paint. Learn to identify common shapes, overlap petals, create shadows and highlights, soften and blend, create foliage, and add details. With weekly skill building exercises, as well as guided lessons for specific flower types, students gain valuable tools needed to create beautiful floral paintings.	
3148	3.28	1A	Painting	Flower Painting	ADULTS	Diane Reeves	Thursday	Adults	9:30 AM - 12:00 PM	09/11 -  9/25	3			110	Capture the splendor of flowers in paint. Learn to identify common shapes, overlap petals, create shadows and highlights, soften and blend, create foliage, and add details. With weekly skill building exercises, as well as guided lessons for specific flower types, students gain valuable tools needed to create beautiful floral paintings.	
3149	3.28	1B	Painting	Flower Painting	ADULTS	Diane Reeves	Thursday	Adults	9:30 AM - 12:00 PM	10/2 - 10/23	4			145	Capture the splendor of flowers in paint. Learn to identify common shapes, overlap petals, create shadows and highlights, soften and blend, create foliage, and add details. With weekly skill building exercises, as well as guided lessons for specific flower types, students gain valuable tools needed to create beautiful floral paintings.	
3150	3.21	2	Painting	Intermediate Painting	INT-ADV	Jane Mcintyre	Tuesday	Adults	12:30 - 3:30 PM	10/28 - 12/16	8			310	This class is for the students with basic knowledge of painting. Learn to develop your use of color, value and temperature. Gain experience with specific techniques to strengthen and advance your painting skills. Discover ways to easily identify, correct and avoid common mistakes to bring your painting to the next level. Enjoy an encouraging and exciting atmosphere with helpful  discussions, and individual and group critiques. Students may choose to participate in exercises related to each day?s particular lesson or select their own subject matter for painting.	
3151	3.21	1A	Painting	Intermediate Painting	INT-ADV	Jane Mcintyre	Tuesday	Adults	12:30 - 3:30 PM	9/9 - 9/23	3			130	This class is for the students with basic knowledge of painting. Learn to develop your use of color, value and temperature. Gain experience with specific techniques to strengthen and advance your painting skills. Discover ways to easily identify, correct and avoid common mistakes to bring your painting to the next level. Enjoy an encouraging and exciting atmosphere with helpful  discussions, and individual and group critiques. Students may choose to participate in exercises related to each day?s particular lesson or select their own subject matter for painting.	
3152	3.21	1B	Painting	Intermediate Painting	INT-ADV	Jane Mcintyre	Tuesday	Adults	12:30 - 3:30 PM	9/30 - 10/21	4			175	This class is for the students with basic knowledge of painting. Learn to develop your use of color, value and temperature. Gain experience with specific techniques to strengthen and advance your painting skills. Discover ways to easily identify, correct and avoid common mistakes to bring your painting to the next level. Enjoy an encouraging and exciting atmosphere with helpful  discussions, and individual and group critiques. Students may choose to participate in exercises related to each day?s particular lesson or select their own subject matter for painting.	
3153	1.46	2	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	12:30 - 3:30 PM	10/29 - 12/17	8			310	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3154	1.46	1A	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	12:30 - 3:30 PM	9/10 - 9/24	3			130	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3155	1.46	1B	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	12:30 - 3:30 PM	10/1 - 10/22	4			175	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3156	3	2	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	9:00 AM - 12:00 PM	10/29 - 12/17	8			310	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3157	3	1A	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	9:00 AM - 12:00 PM	9/10 - 9/24	3			130	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3158	3	1B	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Wednesday	Adults	9:00 AM - 12:00 PM	10/1 - 10/22	4			175	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to ?mix it up,? explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3159	3.12	2	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	9:00 AM - 12:00 PM	10/30 - 12/11	7			295	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3160	3.12	1A	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	9:00 AM - 12:00 PM	09/11 -  9/25	3			130	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3161	3.12	1B	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	9:00 AM - 12:00 PM	10/2 - 10/23	4			175	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3162	3.13	2	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	12:30 - 3:30 PM	10/30 - 12/11	7			295	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3163	3.13	1A	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	12:30 - 3:30 PM	09/11 -  9/25	3			130	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3164	3.13	1B	Painting	Intermediate Painting: Creativity Without Bounds	ADULTS	Miles Laventhall	Thursday	Adults	12:30 - 3:30 PM	10/2 - 10/23	4			175	Painting skills, creating effective composition, and learning to see and understand what makes engaging art is the core of this class. The agenda is comprehensive and encourages a broad approach to creating art. Students can study art that defines and interprets the intricacies of form in a realistic traditional manner, or create work that allows form to find itself through more  immediate, experimental abstraction. Essential studies include accurate color mixing and choosing appropriate color palettes and materials to support your ideas. Explore painting and glazing techniques, traditional brushwork, palette knife and alternative painting methods. For those choosing to 'mix it up,' explore the integration of textures, found materials and unusual objects. Your studio experience is supported with personal attention and critiques, and reference to works of traditional and contemporary masters.	
3165	3.75	2	Painting	Portrait Painting	BEG-INTER	Kris Smith	Wednesday	Adults	9:00 AM - 12:00 PM	10/29 - 12/17	8	65		310	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3166	3.75	1A	Painting	Portrait Painting	BEG-INTER	Kris Smith	Wednesday	Adults	9:00 AM - 12:00 PM	9/10 - 9/24	3	25		130	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3167	3.75	1B	Painting	Portrait Painting	BEG-INTER	Kris Smith	Wednesday	Adults	9:00 AM - 12:00 PM	10/1 - 10/22	4	32		175	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3168	3.76	2	Painting	Portrait Painting	BEG-INTER	Kris Smith	Thursday	Adults	9:00 AM - 12:00 PM	10/30 - 12/11	7	55		295	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3169	3.76	1A	Painting	Portrait Painting	BEG-INTER	Kris Smith	Thursday	Adults	9:00 AM - 12:00 PM	09/11 -  9/25	3	25		130	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3170	3.76	1B	Painting	Portrait Painting	BEG-INTER	Kris Smith	Thursday	Adults	9:00 AM - 12:00 PM	10/2 - 10/23	4	32		175	Working from a live model, observe and capture mood in a friendly and supportive studio. Learn the rudiments of proportion and value studies using pastel, oil or acrylic paint. Experimenting in techniques to develop an individual style is encouraged.	
3171	3.78	2	Painting	Surrealistic Drawing	ADULTS	Barbara Wasserman	Wednesday	Adults	1:00 - 3:00 PM	10/29 - 12/17	8			225	Create the NEVER SEEN. Starting with the familiar such as flowers, still-life and animals, people learn how to turn the prosaic into something new, unexpected, poetic or even unsettling. Exploration of techniques that the surrealists invented to create unexpected images?including collage, automatic drawing and artistic scribbling?are discussed and demonstrated.	
3172	3.78	1A	Painting	Surrealistic Drawing	ADULTS	Barbara Wasserman	Wednesday	Adults	1:00 - 3:00 PM	9/10 - 9/24	3			100	Create the NEVER SEEN. Starting with the familiar such as flowers, still-life and animals, people learn how to turn the prosaic into something new, unexpected, poetic or even unsettling. Exploration of techniques that the surrealists invented to create unexpected images?including collage, automatic drawing and artistic scribbling?are discussed and demonstrated.	
3173	3.78	1B	Painting	Surrealistic Drawing	ADULTS	Barbara Wasserman	Wednesday	Adults	1:00 - 3:00 PM	10/1 - 10/22	4			120	Create the NEVER SEEN. Starting with the familiar such as flowers, still-life and animals, people learn how to turn the prosaic into something new, unexpected, poetic or even unsettling. Exploration of techniques that the surrealists invented to create unexpected images?including collage, automatic drawing and artistic scribbling?are discussed and demonstrated.	
3174	3.4	2	Painting	Tile and China Painting	ADULTS	Mary Bell Cordell	Friday	Adults	9:00 AM - 12:00 PM	10/31 - 12/12	7			295	China Painting is an oil-based painting technique where the paint is applied in multiple layers onto a porcelain surface and fired in a kiln multiple times to create rich glazes of color and surface. Through demonstrations and individualized attention students learn how to paint on flat tiles, bowls or other porcelain items. Material fee: $85, paid to the instructor on the first day of class. Includes all supplies? paints, brushes, six porcelain tiles, solvents and medium, and repeat firings.	
3175	3.4	1A	Painting	Tile and China Painting	ADULTS	Mary Bell Cordell	Friday	Adults	9:00 AM - 12:00 PM	09/12 - 9/26	3			130	China Painting is an oil-based painting technique where the paint is applied in multiple layers onto a porcelain surface and fired in a kiln multiple times to create rich glazes of color and surface. Through demonstrations and individualized attention students learn how to paint on flat tiles, bowls or other porcelain items. Material fee: $85, paid to the instructor on the first day of class. Includes all supplies? paints, brushes, six porcelain tiles, solvents and medium, and repeat firings.	
3176	3.4	1B	Painting	Tile and China Painting	ADULTS	Mary Bell Cordell	Friday	Adults	9:00 AM - 12:00 PM	10/3 - 10/10/24	4			175	China Painting is an oil-based painting technique where the paint is applied in multiple layers onto a porcelain surface and fired in a kiln multiple times to create rich glazes of color and surface. Through demonstrations and individualized attention students learn how to paint on flat tiles, bowls or other porcelain items. Material fee: $85, paid to the instructor on the first day of class. Includes all supplies? paints, brushes, six porcelain tiles, solvents and medium, and repeat firings.	
3177	3.3	2	Painting	Traditional Techniques of Painting	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	12:30 - 3:30 PM	10/28 - 12/16	8			310	Discover the secrets of -old masters- painting techniques that when once learned can be effective in any painting style: grisaille, underpainting, glazing, scumbling, and impasto. Working from life or photographic references, students learn to employ these techniques in the medium of their choice?oil, tempera or acrylic paint.	
3178	3.3	1A	Painting	Traditional Techniques of Painting	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	12:30 - 3:30 PM	9/9 - 9/23	3			130	Discover the secrets of -old masters- painting techniques that when once learned can be effective in any painting style: grisaille, underpainting, glazing, scumbling, and impasto. Working from life or photographic references, students learn to employ these techniques in the medium of their choice?oil, tempera or acrylic paint.	
3179	3.3	1B	Painting	Traditional Techniques of Painting	ADULTS	Suzanne Scherer & Pavel Ouporov  	Tuesday	Adults	12:30 - 3:30 PM	9/30 - 10/21	4			175	Discover the secrets of -old masters- painting techniques that when once learned can be effective in any painting style: grisaille, underpainting, glazing, scumbling, and impasto. Working from life or photographic references, students learn to employ these techniques in the medium of their choice?oil, tempera or acrylic paint.	
3180	3.5	2	Painting	Watercolor	BEG-INTER	Teresa Kirk	Monday	Adults	9:30 AM - 12:00 PM	10/27 - 12/15	8			265	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3181	3.5	1A	Painting	Watercolor	BEG-INTER	Teresa Kirk	Monday	Adults	9:30 AM - 12:00 PM	9/8 - 9/22	3			110	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3182	3.5	1B	Painting	Watercolor	BEG-INTER	Teresa Kirk	Monday	Adults	9:30 AM - 12:00 PM	9/29 - 10/13	3			110	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3183	3.8	2	Painting	Watercolor	ADULTS	Anita Lovitt	Tuesday	Adults	6:30 - 8:30 PM	10/28 - 12/16	8			225	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3184	3.8	1A	Painting	Watercolor	ADULTS	Anita Lovitt	Tuesday	Adults	6:30 - 8:30 PM	9/9 - 9/23	3			100	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3185	3.8	1B	Painting	Watercolor	ADULTS	Anita Lovitt	Tuesday	Adults	6:30 - 8:30 PM	9/30 - 10/21	4			120	Explore the pleasures and challenges of watercolor. Learn a variety of techniques including wet-on-wet and dry brush as you learn to paint primarily from still-life set-ups. Demonstration of techniques and discussion of the principles of color mixing and composition are an essential part of this course.	
3186	3.81	2	Painting	Watercolor Plein Air	ADULTS	Anita Lovitt	Friday	Adults	9:00 - 11:30 AM	10/31 - 12/12	7			250	Explore the pleasure and challenges of painting out-of-doors. Learn to observe, visually edit, compose and paint relatively quickly. Painting on-site is a great lesson for any artist, from beginner to experienced. Students visit a different location every session.	
3187	3.81	1A	Painting	Watercolor Plein Air	ADULTS	Anita Lovitt	Friday	Adults	9:00 - 11:30 AM	09/12 - 9/26	3			110	Explore the pleasure and challenges of painting out-of-doors. Learn to observe, visually edit, compose and paint relatively quickly. Painting on-site is a great lesson for any artist, from beginner to experienced. Students visit a different location every session.	
3188	3.81	1B	Painting	Watercolor Plein Air	ADULTS	Anita Lovitt	Friday	Adults	9:00 - 11:30 AM	10/3 - 10/10/24	4			145	Explore the pleasure and challenges of painting out-of-doors. Learn to observe, visually edit, compose and paint relatively quickly. Painting on-site is a great lesson for any artist, from beginner to experienced. Students visit a different location every session.	
3189	1.5	2	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	1:00 - 3:30 PM	10/27 - 12/15	8			265	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3190	1.5	1A	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	1:00 - 3:30 PM	9/8 - 9/22	3			110	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3191	1.5	1B	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	1:00 - 3:30 PM	9/29 - 10/13	3			110	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3192	1.51	2	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	6:30 - 9:00 PM	10/27 - 12/15	8			265	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3193	1.51	1A	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	6:30 - 9:00 PM	9/8 - 9/22	3			110	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3194	1.51	1B	Photography	Basic Photography	ADULTS	Allan Pierce	Monday	Adults	6:30 - 9:00 PM	9/29 - 10/13	3			110	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3195	1.63	2	Photography	Basic Photography	ADULTS	Gregory Ross	Thursday	Adults	1:00 - 3:30 PM	10/30 - 12/11	7			250	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3196	1.63	1A	Photography	Basic Photography	ADULTS	Gregory Ross	Thursday	Adults	1:00 - 3:30 PM	09/11 -  9/25	3			110	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3197	1.63	1B	Photography	Basic Photography	ADULTS	Gregory Ross	Thursday	Adults	1:00 - 3:30 PM	10/2 - 10/23	4			145	This course is an introduction to effectively using your digital camera, as well as to basic photo editing skills on the computer. Discussion and assignments cover exposure, lighting, focus control, shutter effects and the creative possibilities of digital photography. Learn principles by looking at the work of master photographers, as well as how to use the settings on your camera to turn good images into outstanding pictures. For the first class bring your camera and its manual.	
3198	1.53	2	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	1:00 - 3:30 PM	10/28 - 12/16	8			265	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3199	1.53	1A	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	1:00 - 3:30 PM	9/9 - 9/23	3			110	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
3200	1.53	1B	Photography	Intermediate Photography	ADULTS	Allan Pierce	Tuesday	Adults	1:00 - 3:30 PM	9/30 - 10/21	4			145	Beyond-basic photography students explore the different technical and aesthetic decisions required for portrait, documentary, narrative or commercial photography. Photo exercises and assignments challenge participants to deepen their visual awareness while clarifying their approach, making images that are both personal and meaningful. In addition, students explore computer workflow skills from organization and file management to printing and sharing images.	
